点数：12290
xmin:497110.02999878
xmax:497173.02999878
ymin:5419282.0
ymax:5419342.0
zmin:262.38000488
zmax:280.38000488

第一个格网单元(0,0,0)的点个数：0
第一个点的候选点数目：70
第一个点的k个点序号：[8248, 2, 12, 3, 10, 11]
所有点的邻域点平均距离均值: 0.7272960053894515
所有点的邻域点距离标准差均值: 0.1709730879529831
滤波后的点数: 11731
497121.77999878 5419334.5 274.42001343
497121.77999878 5419334.0 274.14001465
497121.77999878 5419333.5 273.85998535
497121.77999878 5419333.5 273.6000061
497121.75 5419333.0 273.29000854
497121.75 5419332.5 273.04998779
497121.75 5419332.0 272.76000977
497121.75 5419331.5 272.5
497121.75 5419331.5 272.26000977
497121.75 5419331.0 271.95001221
497121.80999756 5419330.5 270.01000977
497121.77999878 5419330.5 269.89001465
497121.77999878 5419330.0 269.79000854
497121.77999878 5419329.5 269.64001465
497121.75 5419329.0 269.54000854
497121.75 5419328.5 269.45001221
497121.72000122 5419328.5 269.3500061
497121.72000122 5419328.0 269.26000977
497121.72000122 5419327.5 269.16000366
497121.52999878 5419322.5 268.79000854
497121.5 5419322.5 268.97000122
497121.5 5419322.0 268.72000122
497121.19000244 5419319.0 273.23001099
497121.16000366 5419318.5 273.32000732
497121.16000366 5419318.0 273.32998657
497121.12000275 5419317.5 273.39001465
497121.08999634 5419317.0 273.45001221
497121.08999634 5419316.5 273.54000854
497121.05999756 5419316.0 273.73001099
497121.02999878 5419315.5 274.13000488
497120.97000122 5419315.0 274.51000977
497120.94000244 5419314.5 274.85998535
497120.91000366 5419314.0 275.26000977
497120.87999725 5419314.0 275.67001343
497120.87999725 5419313.5 275.29000854
497120.87999725 5419313.0 275.01000977
497120.87999725 5419312.5 274.66000366
497120.87999725 5419312.0 274.3500061
497120.87999725 5419312.0 274.01000977
497120.83999634 5419311.5 273.70001221
497120.83999634 5419311.0 273.39001465
497120.83999634 5419310.5 273.38000488
497120.80999756 5419310.0 273.42001343
497120.80999756 5419309.5 273.32000732
497120.77999878 5419309.0 273.29998779
497120.77999878 5419309.0 273.23001099
497120.83999634 5419308.5 271.41000366
497120.83999634 5419308.0 271.07000732
497120.77999878 5419305.0 269.13000488
497120.75 5419304.5 269.26998901
497120.41000366 5419300.5 274.10998535
497120.37999725 5419300.0 274.3500061
497120.33999634 5419299.5 274.54000854
497120.30999756 5419299.0 274.75
497120.27999878 5419298.5 274.92001343
497120.25 5419298.0 275.14001465
497120.22000122 5419297.5 275.29998779
497120.19000244 5419297.5 275.54000854
497120.16000366 5419297.0 276.01000977
497120.12000275 5419296.5 276.41000366
497120.08999634 5419296.0 276.73001099
497120.08999634 5419295.5 276.32000732
497120.08999634 5419295.0 275.95001221
497120.08999634 5419294.5 275.54000854
497120.08999634 5419294.0 275.32000732
497120.05999756 5419294.0 275.17001343
497120.05999756 5419293.5 274.98001099
497120.05999756 5419293.0 274.76000977
497120.02999878 5419292.5 274.6000061
497120.02999878 5419292.0 274.41000366
497120.02999878 5419291.5 274.23001099
497120.0 5419291.0 274.04000854
497120.05999756 5419291.0 272.07000732
497120.12000275 5419290.0 269.85998535
497120.12000275 5419289.5 269.88000488
497120.08999634 5419289.0 269.8500061
497120.05999756 5419289.0 269.85998535
497120.05999756 5419288.5 269.85998535
497119.69000244 5419284.0 274.97000122
497119.66000366 5419283.5 275.1000061
497119.62000275 5419283.0 275.26000977
497119.58999634 5419282.5 275.42001343
497119.58999634 5419282.5 275.64001465
497119.55999756 5419282.0 275.76998901
497120.30999756 5419282.0 275.79000854
497120.33999634 5419282.5 275.6000061
497120.37999725 5419283.0 275.42001343
497120.41000366 5419283.5 275.25
497120.44000244 5419284.0 275.04000854
497120.47000122 5419284.5 274.91000366
497120.83999634 5419288.5 269.8500061
497120.87999725 5419288.5 269.79000854
497120.80999756 5419291.5 274.04000854
497120.80999756 5419292.0 274.23001099
497120.83999634 5419292.0 274.45001221
497120.83999634 5419292.5 274.60998535
497120.83999634 5419293.0 274.8500061
497120.87999725 5419293.5 275.04000854
497120.87999725 5419294.0 275.26000977
497120.87999725 5419294.5 275.45001221
497120.91000366 5419295.0 275.79000854
497120.91000366 5419295.5 276.20001221
497120.91000366 5419296.0 276.57000732
497120.94000244 5419296.0 276.47000122
497120.97000122 5419296.5 276.04000854
497121.0 5419297.0 275.57998657
497121.02999878 5419297.5 275.29998779
497121.05999756 5419298.0 275.07998657
497121.08999634 5419298.5 274.91000366
497121.12000275 5419299.0 274.70001221
497121.16000366 5419299.5 274.5
497121.19000244 5419300.0 274.26998901
497121.22000122 5419300.5 274.04998779
497121.55999756 5419304.5 269.3500061
497121.62000275 5419305.5 268.89001465
497121.66000366 5419306.0 268.95001221
497121.66000366 5419308.0 271.19000244
497121.66000366 5419308.5 271.51998901
497121.66000366 5419309.0 271.8500061
497121.69000244 5419309.5 272.22000122
497121.69000244 5419310.0 272.54000854
497121.69000244 5419310.5 272.92001343
497121.69000244 5419311.0 273.26000977
497121.69000244 5419311.0 273.57000732
497121.69000244 5419311.5 273.95001221
497121.72000122 5419312.0 274.25
497121.72000122 5419312.5 274.6000061
497121.72000122 5419313.0 274.95001221
497121.72000122 5419313.5 275.26998901
497121.72000122 5419314.0 275.67001343
497121.75 5419314.5 275.20001221
497121.80999756 5419315.0 274.82998657
497121.83999634 5419315.5 274.42001343
497121.87999725 5419316.0 274.01000977
497121.91000366 5419316.5 273.60998535
497121.94000244 5419317.0 273.48001099
497121.97000122 5419317.0 273.44000244
497121.97000122 5419317.5 273.35998535
497122.0 5419318.0 273.26000977
497122.02999878 5419318.5 273.25
497122.33999634 5419322.0 268.73001099
497122.37999725 5419322.5 268.95001221
497122.41000366 5419323.0 268.70001221
497122.55999756 5419327.5 269.17001343
497122.58999634 5419328.0 269.25
497122.58999634 5419328.0 269.35998535
497122.62000275 5419328.5 269.45001221
497122.62000275 5419329.0 269.54998779
497122.66000366 5419329.5 269.67001343
497122.66000366 5419330.0 269.79000854
497122.69000244 5419330.5 269.94000244
497122.62000275 5419330.5 271.82000732
497122.62000275 5419331.0 272.1000061
497122.62000275 5419331.5 272.3500061
497122.62000275 5419332.0 272.67001343
497122.62000275 5419332.5 272.94000244
497122.66000366 5419332.5 273.20001221
497122.66000366 5419333.0 273.51000977
497122.66000366 5419333.5 273.8500061
497122.69000244 5419334.0 273.51000977
497122.66000366 5419334.5 274.39001465
497122.69000244 5419334.5 274.69000244
497122.69000244 5419335.0 275.01000977
497122.69000244 5419335.5 275.29000854
497122.69000244 5419336.0 275.6000061
497122.72000122 5419336.5 275.44000244
497122.75 5419337.0 275.04998779
497122.77999878 5419337.5 274.66000366
497122.80999756 5419338.0 274.32000732
497122.87999725 5419338.5 273.98001099
497122.91000366 5419339.0 273.67001343
497122.94000244 5419339.5 273.29000854
497122.97000122 5419340.0 272.91000366
497123.0 5419340.5 272.54998779
497123.02999878 5419341.0 272.22000122
497123.08999634 5419341.5 271.8500061
497123.69000244 5419341.5 271.75
497123.66000366 5419341.0 272.1000061
497123.62000275 5419340.5 272.45001221
497123.58999634 5419340.0 272.79000854
497123.55999756 5419339.5 273.13000488
497123.52999878 5419339.0 273.51000977
497123.47000122 5419338.5 273.88000488
497123.44000244 5419338.0 274.25
497123.44000244 5419337.5 274.48001099
497123.37999725 5419337.0 274.82000732
497123.33999634 5419337.0 275.17001343
497123.30999756 5419336.5 275.5
497123.30999756 5419336.0 275.54000854
497123.30999756 5419335.5 275.26000977
497123.27999878 5419335.0 274.95001221
497123.27999878 5419334.5 274.67001343
497123.27999878 5419334.5 274.42001343
497123.27999878 5419334.0 274.13000488
497123.27999878 5419333.5 273.8500061
497123.27999878 5419333.0 273.54000854
497123.27999878 5419333.0 273.26000977
497123.25 5419332.5 273.01998901
497123.25 5419332.0 272.73001099
497123.25 5419331.5 272.47000122
497123.25 5419331.0 272.20001221
497123.25 5419331.0 271.94000244
497123.30999756 5419330.5 270.01000977
497123.30999756 5419330.0 269.88000488
497123.27999878 5419330.0 269.76000977
497123.27999878 5419329.5 269.64001465
497123.25 5419329.0 269.54000854
497123.25 5419328.5 269.45001221
497123.22000122 5419328.0 269.3500061
497123.22000122 5419327.5 269.26000977
497123.22000122 5419327.5 269.17001343
497123.05999756 5419323.0 268.48001099
497123.02999878 5419322.5 268.79000854
497123.0 5419322.0 268.82000732
497123.0 5419321.5 268.54998779
497122.69000244 5419318.5 273.26000977
497122.66000366 5419318.0 273.29000854
497122.62000275 5419317.5 273.29000854
497122.62000275 5419317.0 273.29000854
497122.58999634 5419317.0 273.26000977
497122.55999756 5419316.5 273.6000061
497122.52999878 5419316.0 273.98001099
497122.5 5419315.5 274.35998535
497122.47000122 5419315.0 274.75
497122.44000244 5419314.5 275.1000061
497122.41000366 5419314.0 275.51000977
497122.37999725 5419313.5 275.45001221
497122.37999725 5419313.0 275.04000854
497122.37999725 5419312.5 274.82000732
497122.37999725 5419312.5 274.42001343
497122.37999725 5419312.0 274.10998535
497122.37999725 5419311.5 273.79000854
497122.33999634 5419311.0 273.47000122
497122.33999634 5419310.5 273.14001465
497122.33999634 5419310.5 272.79998779
497122.33999634 5419310.0 272.47000122
497122.33999634 5419309.5 272.16000366
497122.33999634 5419309.0 271.82000732
497122.33999634 5419308.5 271.5
497122.33999634 5419308.0 271.14001465
497122.33999634 5419306.5 269.54998779
497122.30999756 5419306.0 269.76000977
497122.27999878 5419305.5 269.76998901
497122.27999878 5419305.5 269.44000244
497122.27999878 5419305.0 269.26000977
497121.87999725 5419300.5 274.1000061
497121.87999725 5419300.0 274.32000732
497121.83999634 5419299.5 274.51000977
497121.80999756 5419299.0 274.72000122
497121.77999878 5419298.5 274.92001343
497121.75 5419298.0 275.13000488
497121.72000122 5419297.5 275.29000854
497121.69000244 5419297.5 275.54998779
497121.66000366 5419297.0 275.97000122
497121.62000275 5419296.5 276.45001221
497121.58999634 5419296.0 276.69000244
497121.58999634 5419295.5 276.29000854
497121.58999634 5419295.0 275.88000488
497121.58999634 5419294.5 275.5
497121.58999634 5419294.0 275.29000854
497121.55999756 5419294.0 275.1000061
497121.55999756 5419293.5 274.89001465
497121.55999756 5419293.0 274.73001099
497121.52999878 5419292.5 274.54000854
497121.52999878 5419292.0 274.3500061
497121.5 5419291.5 274.20001221
497121.5 5419291.0 273.95001221
497121.55999756 5419291.0 271.98001099
497121.55999756 5419288.5 269.79998779
497121.55999756 5419288.0 269.79998779
497121.19000244 5419284.5 274.88000488
497121.16000366 5419284.0 275.01998901
497121.12000275 5419283.5 275.17001343
497121.12000275 5419283.0 275.3500061
497121.08999634 5419282.5 275.54000854
497121.05999756 5419282.0 275.73001099
497121.75 5419282.0 275.79000854
497121.77999878 5419282.5 275.6000061
497121.80999756 5419283.0 275.41000366
497121.83999634 5419283.5 275.26000977
497121.87999725 5419284.0 275.04000854
497121.91000366 5419284.5 274.89001465
497122.27999878 5419288.5 269.76000977
497122.30999756 5419289.0 269.76998901
497122.30999756 5419290.5 271.73001099
497122.30999756 5419291.0 272.14001465
497122.25 5419291.5 274.04000854
497122.25 5419292.0 274.23001099
497122.27999878 5419292.5 274.45001221
497122.27999878 5419292.5 274.64001465
497122.27999878 5419293.0 274.8500061
497122.30999756 5419293.5 275.04000854
497122.30999756 5419294.0 275.26000977
497122.33999634 5419294.5 275.45001221
497122.33999634 5419295.0 275.79000854
497122.33999634 5419295.5 276.20001221
497122.33999634 5419296.0 276.6000061
497122.37999725 5419296.5 276.45001221
497122.41000366 5419297.0 276.01000977
497122.44000244 5419297.5 275.54998779
497122.5 5419298.0 275.1000061
497122.52999878 5419298.5 274.60998535
497122.55999756 5419299.0 274.20001221
497122.58999634 5419299.5 273.76998901
497122.66000366 5419300.0 273.26000977
497122.69000244 5419300.0 272.82000732
497122.72000122 5419300.5 272.38000488
497122.77999878 5419301.0 271.92001343
497123.0 5419304.5 270.07998657
497123.0 5419305.0 270.32000732
497123.02999878 5419305.5 270.44000244
497123.02999878 5419306.0 270.44000244
497123.05999756 5419306.5 270.23001099
497123.05999756 5419307.0 270.51000977
497123.08999634 5419308.0 271.17001343
497123.12000275 5419308.5 271.48001099
497123.12000275 5419309.0 271.8500061
497123.12000275 5419309.5 272.23001099
497123.12000275 5419310.0 272.51000977
497123.12000275 5419310.5 272.89001465
497123.12000275 5419311.0 273.22000122
497123.16000366 5419311.0 273.54998779
497123.16000366 5419311.5 273.94000244
497123.16000366 5419312.0 274.23001099
497123.16000366 5419312.5 274.57000732
497123.16000366 5419313.0 274.89001465
497123.16000366 5419313.5 275.25
497123.16000366 5419314.0 275.67001343
497123.22000122 5419314.0 275.29000854
497123.25 5419314.5 274.89001465
497123.27999878 5419315.0 274.51000977
497123.30999756 5419315.5 274.10998535
497123.33999634 5419316.0 273.76000977
497123.41000366 5419316.5 273.32000732
497123.44000244 5419317.0 272.91000366
497123.47000122 5419317.5 272.51000977
497123.5 5419318.0 272.1000061
497123.52999878 5419318.5 271.70001221
497123.58999634 5419319.0 271.32000732
497123.80999756 5419322.0 268.60998535
497123.80999756 5419322.0 268.8500061
497123.83999634 5419322.5 268.76000977
497124.02999878 5419326.0 267.48001099
497124.05999756 5419327.5 268.63000488
497124.08999634 5419328.0 268.54000854
497124.08999634 5419328.5 268.8500061
497124.05999756 5419331.0 271.98001099
497124.05999756 5419331.0 272.26998901
497124.08999634 5419331.5 272.51000977
497124.08999634 5419332.0 272.82998657
497124.08999634 5419332.5 273.07998657
497124.08999634 5419333.0 273.42001343
497124.12000275 5419333.5 273.70001221
497124.12000275 5419333.5 273.98001099
497124.12000275 5419334.0 274.26998901
497124.12000275 5419334.5 274.57000732
497124.12000275 5419335.0 274.85998535
497124.16000366 5419335.5 275.14001465
497124.16000366 5419335.5 275.45001221
497124.16000366 5419336.0 275.69000244
497124.19000244 5419336.5 275.26998901
497124.22000122 5419337.0 274.91000366
497124.27999878 5419337.5 274.54000854
497124.30999756 5419338.0 274.19000244
497124.33999634 5419338.5 273.88000488
497124.37999725 5419339.0 273.51000977
497124.41000366 5419339.5 273.14001465
497124.44000244 5419340.0 272.76998901
497124.47000122 5419340.5 272.47000122
497124.52999878 5419341.0 272.04000854
497125.27999878 5419340.0 267.45001221
497125.30999756 5419340.0 266.89001465
497125.27999878 5419339.5 266.76000977
497125.27999878 5419339.0 266.73001099
497125.25 5419338.5 266.70001221
497125.25 5419338.0 266.73001099
497125.22000122 5419337.5 266.72000122
497125.19000244 5419337.0 266.69000244
497125.19000244 5419337.0 266.70001221
497125.16000366 5419336.5 266.72000122
497125.16000366 5419336.0 266.67001343
497125.08999634 5419335.5 267.22000122
497125.08999634 5419335.0 266.69000244
497125.08999634 5419334.5 266.67001343
497125.05999756 5419334.0 266.67001343
497125.05999756 5419333.5 266.69000244
497125.02999878 5419333.5 266.70001221
497125.02999878 5419333.0 266.67001343
497125.0 5419332.5 266.72000122
497124.97000122 5419332.0 266.72000122
497124.97000122 5419331.5 266.70001221
497124.94000244 5419331.0 266.70001221
497124.52999878 5419323.0 268.57998657
497124.5 5419322.5 268.8500061
497124.47000122 5419322.0 268.72000122
497124.47000122 5419321.5 268.23001099
497124.25 5419319.0 271.45001221
497124.19000244 5419318.5 271.8500061
497124.16000366 5419318.0 272.26000977
497124.12000275 5419317.5 272.64001465
497124.08999634 5419317.0 273.04000854
497124.05999756 5419316.5 273.42001343
497124.02999878 5419316.0 273.82998657
497123.97000122 5419315.5 274.22000122
497123.94000244 5419315.0 274.6000061
497123.91000366 5419314.5 275.01000977
497123.87999725 5419314.0 275.35998535
497123.83999634 5419313.5 275.6000061
497123.83999634 5419313.5 275.23001099
497123.83999634 5419313.0 274.89001465
497123.83999634 5419312.5 274.57998657
497123.83999634 5419312.0 274.25
497123.80999756 5419311.5 273.92001343
497123.80999756 5419311.5 273.57000732
497123.80999756 5419311.0 273.26000977
497123.80999756 5419310.5 272.92001343
497123.80999756 5419310.0 272.57000732
497123.80999756 5419309.5 272.23001099
497123.80999756 5419309.0 271.91000366
497123.80999756 5419309.0 271.57000732
497123.80999756 5419308.5 271.22000122
497123.77999878 5419307.0 270.47000122
497123.75 5419306.5 270.82998657
497123.72000122 5419306.0 270.67001343
497123.69000244 5419305.5 270.82000732
497123.69000244 5419305.0 270.6000061
497123.69000244 5419305.0 270.26000977
497123.47000122 5419301.0 272.1000061
497123.41000366 5419300.5 272.57000732
497123.37999725 5419300.0 273.01000977
497123.33999634 5419299.5 273.45001221
497123.30999756 5419299.0 273.8500061
497123.25 5419298.5 274.32000732
497123.22000122 5419298.0 274.76000977
497123.19000244 5419297.5 275.19000244
497123.16000366 5419297.0 275.60998535
497123.12000275 5419296.5 276.07000732
497123.05999756 5419296.5 276.54000854
497123.05999756 5419296.0 276.54000854
497123.05999756 5419295.5 276.14001465
497123.05999756 5419295.0 275.76000977
497123.05999756 5419294.5 275.35998535
497123.02999878 5419294.0 274.97000122
497123.02999878 5419293.5 274.57998657
497123.02999878 5419293.5 274.20001221
497123.02999878 5419293.0 273.79000854
497123.0 5419292.5 274.39001465
497122.97000122 5419292.0 274.32998657
497122.97000122 5419291.5 274.1000061
497123.02999878 5419291.0 272.23001099
